Sukunimi;Nimenhaltijoita yhteensä
Högnäs;94
Ihantola;94
Jokisaari;94
Jokitulppo;94
Juvela;94
Kallioranta;94
Kykyri;94
Kyötikki;94
Lehtineva;94
Loppukaarre;94
Mansikkala;94
Martonen;94
Metsi;94
Mohammad;94
Monni;94
Mustaparta;94
Mäcklin;94
Näse;94
Ojantakanen;94
Oljakka;94
Paasikoski;94
Paloniitty;94
Pienmunne;94
Puroila;94
Pöhö;94
Roivanen;94
Ronkonen;94
Röksä;94
Saarman;94
Sabel;94
Sergejeff;94
Siiki;94
Stam;94
Stedt;94
Sundén;94
Säävälä;94
Törö;94
Töyli;94
Vahteri;94
Valanne;94
Vallinkoski;94
Vankka;94
Vessari;94
Widjeskog;94
Viianen;94
Viitamaa;94
Vistbacka;94
Vuorjoki;94
Österblad;94
Ahveninen;93
Andberg;93
Björnholm;93
Gillberg;93
Harsia;93
Harvala;93
Hernetkoski;93
Jungell;93
Junkala;93
Jusslin;93
Jyllilä;93
Jälkö;93
Järn;93
Jäärni;93
Kansanoja;93
Karevaara;93
Karhusaari;93
Keväänranta;93
Korpijaakko;93
Kortekangas;93
Kotkavuori;93
Kreander;93
Lapatto;93
Lassas;93
Latosaari;93
Mansnerus;93
Markuksela;93
Metsämuuronen;93
Mukka;93
Mäki-Petäjä;93
Niilola;93
Okkola;93
Paavonen;93
Paski;93
Pinomaa;93
Renholm;93
Rosbäck;93
Sakkara;93
Saksanen;93
Salko;93
Sandman;93
Santasalo;93
Satama;93
Selkämaa;93
Smirnov;93
Sottinen;93
Suikka;93
Svanström;93
Syväluoma;93
Tahko;93
Toikander;93
Uitti;93
Wainio;93
Vallivaara;93
Valppu;93
Viinikanoja;93
Viio;93
Vilppo;93
Vähäsantanen;93
Yrttimaa;93
Alasuvanto;92
Aska;92
Böling;92
Cederqvist;92
Edgren;92
Evans;92
Gestranius;92
Hanhijärvi;92
Helkamäki;92
Huovari;92
Huumo;92
Hyväkkä;92
Jekkonen;92
Jung;92
Kaminen;92
Kares;92
Karri;92
Kauramäki;92
Keskiaho;92
Kiander;92
Kling;92
Kortman;92
Korvola;92
Kruus;92
Kulta;92
Kuopio;92
Limingoja;92
Lähteelä;92
Maaniitty;92
Mahlanen;92
Maisala;92
Maronen;92
Martikka;92
Niskavaara;92
Nordblad;92
Nuikka;92
Nummikoski;92
Näätsaari;92
Perander;92
Pernaa;92
Raivonen;92
Rajavuori;92
Rantakaulio;92
Rantasalmi;92
Rasinaho;92
Rinteelä;92
Rolig;92
Rotko;92
Ryhtä;92
Severinkangas;92
Soramäki;92
Soukko;92
Sumiloff;92
Tverin;92
Vahvanen;92
Vattula;92
Verkasalo;92
Ahlnäs;91
Alaoja;91
Auno;91
Blomroos;91
Busk;91
Degerholm;91
Dolk;91
Front;91
Glasberg;91
Grip;91
Hellevaara;91
Hentinen;91
Hollsten;91
Holmbäck;91
Hotokka;91
Huhti;91
Höynälä;91
Ipatti;91
Jankkila;91
Jarvansalo;91
Jonasson;91
Karsten;91
Koisti;91
Koivuporras;91
Kolomainen;91
Korpunen;91
Kuosma;91
Käiväräinen;91
Lohman;91
Löhönen;91
Mielityinen;91
Nilsen;91
Nordfors;91
Nuolikoski;91
Osmonen;91
Paakinaho;91
Paltto;91
Petersen;91
Pohjankoski;91
Ponto;91
Prykäri;91
Pykälä;91
Pönkkö;91
Raiskinmäki;91
Rantaeskola;91
Rautiala;91
Regina;91
Rein;91
Ripattila;91
Ritakallio;91
Roms;91
Saareks;91
Sauramäki;91
Sjödahl;91
Snabb;91
Suosalo;91
Tenhovuori;91
Tiukkanen;91
Ukonmaanaho;91
Ukura;91
Ulenius;91
Vanha;91
Vannas;91
Vestergård;91
Wirman;91
Virsunen;91
Vuorimies;91
Yildiz;91
Ylianttila;91
Ärväs;91
Öblom;91
Öman;91
Ala-Kokko;90
Brummer;90
Bågman;90
Do;90
Finnäs;90
Gerdt;90
Ginström;90
Halt;90
Halunen;90
Hanhiniemi;90
Havula;90
Heliö;90
Hiekkavirta;90
Holmala;90
Hummasti;90
Hyöty;90
Jallow;90
Kansonen;90
Karling;90
Karnaattu;90
Karvosenoja;90
Kippilä;90
Kirkinen;90
Kokkomäki;90
Kultima;90
Kurra;90
Kylkilahti;90
Liisanantti;90
Linnakoski;90
Lintonen;90
Mannela;90
Martola;90
Mentu;90
Moradi;90
Mustakoski;90
Niittyvuopio;90
Nystrand;90
Peuralahti;90
Pirneskoski;90
Pohtila;90
Pukero;90
Ruhkala;90
Ruuhimäki;90
Röning;90
Sainmaa;90
Satukangas;90
Talso;90
Torpo;90
Töllikkö;90
Ukskoski;90
Urponen;90
Uurtamo;90
Währn;90
Yrjälä;90
Ådahl;90
Alajoutsijärvi;89
Ansas;89
Bergfors;89
Berts;89
Borgmästars;89
Dahlsten;89
Finneman;89
Haakanen;89
Hack;89
Harjunmaa;89
Holst;89
Huhmarniemi;89
Isomursu;89
Javarus;89
Kellberg;89
Koljander;89
Krekilä;89
Kronberg;89
Krouvi;89
Kylmäoja;89
Köntti;89
Lakela;89
Lampikoski;89
Leijala;89
Lithén;89
Loippo;89
Lusenius;89
Mahlberg;89
Makkula;89
Mallenius;89
Mansukoski;89
Matikkala;89
Mesiäinen;89
Muraja;89
Mutkala;89
Muuriaisniemi;89
Olsbo;89
Pentinsaari;89
Penttonen;89
Poijärvi;89
Pouru;89
Pussila;89
Rahkila;89
Reijo;89
Reinikkala;89
Ring;89
Sakala;89
Samuli;89
Sarparanta;89
Serenius;89
Sinko;89
Tallila;89
Tarkkala;89
Tuomivirta;89
Tähtelä;89
Uppgård;89
Vahlsten;89
Viberg;89
Yppärilä;89
Agge;88
Alamikkelä;88
Amin;88
Ansala;88
Damski;88
Elovirta;88
Hanska;88
Helkkula;88
Hietasalo;88
Häme;88
Iikkanen;88
Impivaara;88
Jaukkuri;88
Jern;88
Jäkkö;88
Karhila;88
Kasvi;88
Kekoni;88
Knaapinen;88
Kortessalo;88
Kytökorpi;88
Lepomäki;88
Lillberg;88
Liminka;88
Luoranen;88
Lääkkölä;88
Maikkula;88
Merikivi;88
Mertsalmi;88
Mäihäniemi;88
Napari;88
Pajanen;88
Palokas;88
Pastila;88
Pohjanoksa;88
Puntila;88
Puolanne;88
Pylkkä;88
Pääskynen;88
Rauhamaa;88
Reuter;88
Robinson;88
Rynö;88
Ryökäs;88
Sammalkangas;88
Savikuja;88
Seitz;88
Thure;88
Truhponen;88
Tuliniemi;88
Varpa;88
Vekki;88
Veneranta;88
Wuori;88
Vänninen;88
Österbacka;88
Ahmaoja;87
Ala-Huikku;87
Buddas;87
Collanus;87
Haaksluoto;87
Havas;87
Hoikkanen;87
Hovatov;87
Iisakkala;87
Jauhonen;87
Jomppanen;87
Järnfors;87
Kaihlanen;87
Kaita;87
Kiiala;87
Kuntola;87
Kylmäaho;87
Lagerblom;87
Leppimäki;87
Liljekvist;87
Lyhty;87
Mangs;87
Melén;87
Miekka;87
Neuman;87
Niiniviita;87
Norberg;87
Noro;87
Nyback;87
Pakalén;87
Perttala;87
Pykäri;87
Pöri;87
Ralli;87
Rinnekangas;87
Rodas;87
Ruokoja;87
Savila;87
Smirnova;87
Svan;87
Tukeva;87
Tullila;87
Tuohiniemi;87
Tuulos;87
Törölä;87
Uusi-Pohjola;87
Wigren;87
Wrede;87
Vuorilehto;87
Välkki;87
Örnberg;87
Ahonpää;86
Alaraatikka;86
Alen;86
Ananin;86
Aulanko;86
Buska;86
Eira;86
Ena;86
Enbuske;86
Eteläinen;86
Haring;86
Hautasaari;86
Havumäki;86
Hellemaa;86
Hussa;86
Hylkilä;86
Hyrynkangas;86
Hyyti;86
Jaaksi;86
Joutsiniemi;86
Kaivo-oja;86
Karhi;86
Karikko;86
Karmala;86
Kelhä;86
Kellomäki;86
Kielinen;86
Kontiola;86
Korento;86
Koski-Vähälä;86
Krause;86
Kronström;86
Kummunmäki;86
Lammervo;86
Launis;86
Leppikorpi;86
Leppäharju;86
Lewis;86
Liewendahl;86
Liljedahl;86
Luhtasaari;86
Maaskola;86
Malmivuori;86
Melartin;86
Pakisjärvi;86
Perunka;86
Pihlajakangas;86
Pouhula;86
Pyysing;86
Pöyhiä;86
Rantapelkonen;86
Rantti;86
Roimola;86
Rojola;86
Ruotoistenmäki;86
Sarviaho;86
Schrey;86
Seipäjärvi;86
Smedlund;86
Säilynoja;86
Säippä;86
Teivonen;86
Turakainen;86
Vaaramaa;86
Valpas;86
Varanka;86
Veltheim;86
Vieltojärvi;86
Viiliäinen;86
Voutila;86
Yli-Rantala;86
Östlund;86
Ahjoniemi;85
Björndahl;85
Christiansen;85
Elsinen;85
Groop;85
Haapakorva;85
Hankilanoja;85
Harjumäki;85
Havulehto;85
Hokkala;85
Honkaharju;85
Huuskola;85
Hytinkoski;85
Häggkvist;85
Jakkula;85
Juustovaara;85
Jähi;85
Kaihola;85
Kandolin;85
Kangaskorte;85
Karenius;85
Kimmo;85
Koivusipilä;85
Kovasiipi;85
Kuki;85
Kurt;85
Kåla;85
Laasala;85
Lampainen;85
Lastumäki;85
Lillman;85
Luodes;85
Maaninen;85
Marjaniemi;85
Mella;85
Metsomäki;85
Märsy;85
Naapuri;85
Nahkiaisoja;85
Noppa;85
Nuorgam;85
Ojalammi;85
Paakkolanvaara;85
Petroff;85
Rakkola;85
Rinnemaa;85
Ristiharju;85
Rojo;85
Rutonen;85
Rysä;85
Salojensaari;85
Savijoki;85
Sellman;85
Shala;85
Siika;85
Storgårds;85
Suonsivu;85
Särkimäki;85
Tapaila;85
Telkkälä;85
Tilles;85
Torttila;85
Tsokkinen;85
Tuomenoja;85
Turtola;85
Vanttaja;85
Veckman;85
Värttö;85
Ylisuutari;85
Åbacka;85
Aitamurto;84
Alitupa;84
Antin;84
Arnkil;84
Brunberg;84
Davis;84
Evesti;84
Flykt;84
Forsander;84
Hakunti;84
Harald;84
Hautaoja;84
Heinström;84
Hellgrén;84
Hernesaho;84
Hindström;84
Hirvikorpi;84
Ho;84
Ingo;84
Juttula;84
Juuri;84
Juurikkala;84
Jyrkäs;84
Kaipanen;84
Kalevo;84
Keyriläinen;84
Kjellberg;84
Kovamäki;84
Kumara;84
Kurka;84
Kuutsa;84
Kärkelä;84
Laasasenaho;84
Laru;84
Lesch;84
Malka;84
Malkavaara;84
Mannio;84
Miftari;84
Mustalammi;84
Mustila;84
Myrsky;84
Mäkirinne;84
Niilo-Rämä;84
Niittylahti;84
Osola;84
Parri;84
Petäys;84
Piittala;84
Pilpola;84
Puominen;84
Pötry;84
Rokosa;84
Romar;84
Runola;84
Ryömä;84
Röynä;84
Salorinne;84
Springare;84
Suomilammi;84
Syvälä;84
Söyrinki;84
Taivaloja;84
Thodén;84
Tinnilä;84
Tittonen;84
Träsk;84
Tuhkunen;84
Tulijoki;84
Urpo;84
Varrio;84
Vieruaho;84
Äärilä;84
Ala-Aho;83
Ala-Outinen;83
Altonen;83
Attila;83
Båsk;83
Erkkonen;83
Etelä;83
Ettanen;83
Finnig;83
Fogde;83
Grek;83
Hahtala;83
Haila;83
Hasari;83
Havulinna;83
Helistö;83
Hyvättinen;83
Ilvesmäki;83
Jelekäinen;83
Joukanen;83
Jyväsjärvi;83
Kaukkila;83
Kivilehto;83
Klint;83
Korkiala;83
Kylander;83
Kämäläinen;83
Lagström;83
Lindgård;83
Lohtaja;83
Loukko;83
Lummi;83
Mark;83
Matula;83
Mether;83
Miinala;83
Miinin;83
Mitronen;83
Myrberg;83
Norola;83
Ohranen;83
Ottman;83
Pullola;83
Pähtilä;83
Randström;83
Rantama;83
Römpötti;83
Sajaniemi;83
Sammalniemi;83
Sangi;83
Sarivaara;83
Soppi;83
Storsjö;83
Syynimaa;83
Talo;83
Tenno;83
Turu;83
Valaja;83
von Knorring;83
Wood;83
Vuorenmäki;83
Ylä-Mononen;83
Amiri;82
Aulén;82
Berner;82
Blommendahl;82
Dinh;82
Elers;82
Hammarström;82
Hietajärvi;82
Hindsberg;82
Hinkkala;82
Hornborg;82
Hyöky;82
Jacobsson;82
Jussinmäki;82
Juutistenaho;82
Jämbäck;82
Kaakkolammi;82
Kalliainen;82
Karsikko;82
Klemi;82
Kortesuo;82
Kurtelius;82
Kuusilehto;82
Laikko;82
Laukkala;82
Liljavirta;82
Lyra;82
Mommo;82
Nordmyr;82
Nummijärvi;82
Nuutilainen;82
Nylén;82
Ojaluoma;82
Ojapalo;82
Parkkima;82
Pihlajasaari;82
Puustjärvi;82
Päiväläinen;82
Pääsky;82
Rapinoja;82
Reitti;82
Riihioja;82
Ruuti;82
Ryyti;82
Räihälä;82
Räkköläinen;82
Sadinmäki;82
Sankilampi;82
Sievola;82
Sillgren;82
Sohlström;82
Sumanen;82
Survonen;82
Temisevä;82
Tiistola;82
Tjurin;82
Töhönen;82
Uhre;82
Willgren;82
Vilppunen;82
Witting;82
Viuhkola;82
Vuontisvaara;82
Wuorio;82
Ylipaavalniemi;82
Ylivainio;82
Aitio;81
Aulio;81
Brunell;81
Campbell;81
Dogan;81
Ehn;81
Ekoluoma;81
Erkintalo;81
Ervast;81
Fagerroos;81
Finnholm;81
Fokin;81
Frigård;81
Halmesaari;81
Heinävaara;81
Helve;81
Hevonkoski;81
Horttana;81
Inna;81
Itämäki;81
Julmala;81
Järnstedt;81
Järventaus;81
Kankaansyrjä;81
Ketelä;81
Kettumäki;81
Kirppu;81
Korppinen;81
Kotavuopio;81
Koutaniemi;81
Kurhinen;81
Kyrklund;81
Kytöjoki;81
Lammasniemi;81
Lapakko;81
Leppilampi;81
Long;81
Luhtalampi;81
Maasalo;81
Mikonsaari;81
Murtoperä;81
Nordvall;81
Nuorteva;81
Paasikallio;81
Pellonperä;81
Permanto;81
Pesämaa;81
Pihlajaviita;81
Pomell;81
Posa;81
Riihikoski;81
Riihola;81
Rosenius;81
Ruuhijärvi;81
Ruuttunen;81
Sani;81
Savaloja;81
Savio;81
Sevander;81
Siiri;81
Sinkkilä;81
Sjöblad;81
Solala;81
Suorajärvi;81
Sytelä;81
Tamio;81
Tarsa;81
Tuohimetsä;81
Tuutijärvi;81
Vilhonen;81
Vähäsoini;81
Välikoski;81
Yang;81
Aapajärvi;80
Aitola;80
Aksela;80
Alakiuttu;80
Anonen;80
Apajalahti;80
Bergbacka;80
Björses;80
Bohm;80
Borisov;80
Ceesay;80
Duong;80
Eckerman;80
Ericsson;80
Etelälahti;80
Havanka;80
Heija;80
Helske;80
Herajärvi;80
Hjorth;80
Huntus;80
Juuma;80
Jänkä;80
Kaataja;80
Kaistila;80
Kallas;80
Kansanniva;80
Koch;80
Koitto;80
Kursi;80
Kylä-Kaila;80
Lamu;80
Levijoki;80
Linnamaa;80
Lopakka;80
Manderbacka;80
Mäkiharju;80
Mörk;80
Ojatalo;80
Ontronen;80
Peitso;80
Polvela;80
Puusti;80
Raatesalmi;80
Rabb;80
Raunila;80
Remander;80
Rundberg;80
Ruusuvirta;80
Rönkkömäki;80
Saarenoja;80
Sauramo;80
Sjösten;80
Stenvik;80
Talola;80
Tamlander;80
Teeriniemi;80
Tila;80
Tura;80
Uurainen;80
Walli;80
Westin;80
Vestola;80
Vickholm;80
Vidlund;80
Vidman;80
Viilo;80
Wollsten;80
Vörlin;80
Åhlgren;80
Aflecht;79
Aumanen;79
Barman;79
Bask;79
Ekbom;79
Epäilys;79
Erämaa;79
Filppa;79
Grankull;79
Guled;79
Hanén;79
Heikari;79
Honkasaari;79
Hudd;79
Huostila;79
Huuhilo;79
Imeläinen;79
Intke;79
Jelkänen;79
Johanson;79
Jurvansuu;79
Juslenius;79
Jäälinoja;79
Kaivanto;79
Kalervo;79
Karkkulainen;79
Karstila;79
Koivurinne;79
Krokfors;79
Kuuppo;79
Kuusivaara;79
Lampo;79
Leiman;79
Lemetti;79
Liljelund;79
Läärä;79
Malassu;79
Mattus;79
Mustalampi;79
Mustasaari;79
Mäentausta;79
Niiniaho;79
Nurmikolu;79
Parvela;79
Peräkasari;79
Porkkala;79
Potkonen;79
Rajaharju;79
Rantakoski;79
Ravelin;79
Rimpelä;79
Rodriguez;79
Ronni;79
Rosengård;79
Rotola-Pukkila;79
Rousi;79
Rudnäs;79
Ruuhinen;79
Rönngård;79
Saarentaus;79
Saarikallio;79
Salovuori;79
Samaletdin;79
Segercrantz;79
Siirtonen;79
Simuna;79
Stenudd;79
Sysimetsä;79
Tavaststjerna;79
Teeriaho;79
Tenhu;79
Toljander;79
Turppo;79
Tuupainen;79
Vahla;79
Vanha-aho;79
Vanhatupa;79
Weeman;79
Vierola;79
Vikberg;79
Wägar;79
Ylisiurua;79
Ainassaari;78
Alajääskö;78
Alam;78
Ala-Nissilä;78
Alavesa;78
Brofelt;78
Brännare;78
Böhling;78
Chan;78
Ehrola;78
Ellä;78
Emet;78
Erikkilä;78
Fofonoff;78
Gonzalez;78
Hardén;78
Hedborg;78
Helala;78
Hemilä;78
Hesso;78
Hirttiö;78
Horelli;78
Huczkowski;78
Huusela;78
Hyvölä;78
Häkälä;78
Innilä;78
Iso-Markku;78
Jacobson;78
Jalas;78
Jalomäki;78
Juhela;78
Järvenranta;78
Kaira;78
Kallijärvi;78
Kankaansivu;78
Kauvosaari;78
Keturi;78
Kiero;78
Kilpelänaho;78
Kimonen;78
Kirstinä;78
Kivilaakso;78
Knaapila;78
Koittola;78
Kopisto;78
Korkolainen;78
Kranni;78
Krannila;78
Kronman;78
Kukila;78
Kärri;78
Laihia;78
Lekander;78
Leppäranta;78
Louhio;78
Lustila;78
Löytömäki;78
Micklin;78
Myllyviita;78
Nuija;78
Othman;78
Paunila;78
Peltosaari;78
Ponkilainen;78
Puukari;78
Päkki;78
Pöytäkangas;78
Rautamäki;78
Reiju;78
Rekinen;78
Roble;78
Romsi;78
Ruoranen;78
Seiteri;78
Shnoro;78
Sippel;78
Siuro;78
Stenback;78
Teränen;78
Valjanen;78
Valtee;78
Vanhapelto;78
Varala;78
Westermarck;78
Weurlander;78
Viljaranta;78
Vinnari;78
Väntänen;78
Väärämäki;78
Airikkala;77
Angervo;77
Arnberg;77
Edman;77
Elmgren;77
Eskonniemi;77
Fräntilä;77
Hakuni;77
Hartvik;77
Hasani;77
Heitto;77
Heliste;77
Hietava;77
Hiissa;77
Hirvikangas;77
Hirvisaari;77
Honkavuori;77
Huju;77
Humala;77
Huutola;77
Huutoniemi;77
Hömppi;77
Iso-oja;77
Jordas;77
Jyrkkänen;77
Kaaro;77
Kaijomaa;77
Kaitera;77
Kalla;77
Kaunisharju;77
Kiesiläinen;77
Klapuri;77
Korventausta;77
Kåll;77
Leikkari;77
Lepoaho;77
Levonmaa;77
Lotila;77
Louhimo;77
Lähdes;77
Markelin;77
Matiskainen;77
Norrby;77
Pesiö;77
Pinoniemi;77
Portimo;77
Pottonen;77
Pöllönen;77
Rantamaula;77
Rappu;77
Rotonen;77
Saarnisto;77
Salmenautio;77
Satamo;77
Saura;77
Savijärvi;77
Semenoff;77
Sigfrids;77
Sigg;77
Soranta;77
Spring;77
Sula;77
Suo;77
Suppula;77
Svahnström;77
Tallinen;77
Teerioja;77
Tenhola;77
Toijala;77
Turpeenoja;77
Tötterström;77
Vall;77
Ward;77
Vauramo;77
Vesivalo;77
Vierto;77
Vuopio;77
Öljymäki;77
Abukar;76
Ahlö;76
Akselin;76
Alamartimo;76
Alaraasakka;76
Azizi;76
Berghem;76
Dietrich;76
Dunderfelt;76
Fabricius;76
Grankvist;76
Haapajärvi;76
Haapea;76
Hakko;76
Halli;76
Hammaren;76
Hampinen;76
Hillukkala;76
Hoppania;76
Huitti;76
Iso-Koivisto;76
Jartti;76
Jaurakkajärvi;76
Joutsela;76
Juvankoski;76
Kaapu;76
Kalajainen;76
Karanko;76
Karjalahti;76
Kasi;76
Katz;76
Keihänen;76
Keino;76
Kenttämies;76
Kerokoski;76
Kirkkala;76
Klaavuniemi;76
Knihti;76
Kouhi;76
Kurunmäki;76
Kytökangas;76
Kytöviita;76
Laihola;76
Leikola;76
Leppäkari;76
Lindfelt;76
Lättilä;76
Mahonen;76
Matintupa;76
Messo;76
Mäki-Leppilampi;76
Möykkynen;76
Nihti;76
Nikonen;76
Näppinen;76
Paakala;76
Palsa;76
Peräkorpi;76
Pihamaa;76
Poti;76
Päällysaho;76
Rashid;76
Rongas;76
Rosenlew;76
Ryöppy;76
Saarilehto;76
Simoska;76
Stirkkinen;76
Suur-Uski;76
Theman;76
Tiimonen;76
Toukkari;76
Turta;76
Uddström;76
Viherlaakso;76
Wu;76
Vuorikari;76
Aaltokoski;75
Ahvensalmi;75
Airisniemi;75
Ala-Lahti;75
Alamattila;75
Alaraudanjoki;75
Antas;75
Brask;75
Dahlstedt;75
Erkheikki;75
Fonselius;75
Funck;75
Hagqvist;75
Hakio;75
Harsu;75
Hatinen;75
Hede;75
Hernesmaa;75
Hodju;75
Huilla;75
Hurnanen;75
Hyvämäki;75
Isohätälä;75
Janttonen;75
Kaasila;75
Kairenius;75
Kalasniemi;75
Kangastupa;75
Kariluoma;75
Karim;75
Karkia;75
Katara;75
Kitula;75
Koffert;75
Korttinen;75
Kuivasmäki;75
Kuoppa-aho;75
Kuossari;75
Kurkaa;75
Lamminparras;75
Lassenius;75
Lehtoaho;75
Liira;75
Lisko;75
Lähtinen;75
Länsivuori;75
Majaneva;75
Majaranta;75
Mast;75
Mayer;75
Memonen;75
Mäki-Laurila;75
Naasko;75
Nappari;75
Nevaranta;75
Osala;75
Paanala;75
Pahkakangas;75
Peltovuori;75
Purra;75
Rahimi;75
Raiko;75
Ramu;75
Rentto;75
Riiali;75
Risu;75
Rovanperä;75
Sammatti;75
Saramo;75
Schavikin;75
Sinnemäki;75
Sjöqvist;75
Soutukorva;75
Suomaa;75
Survo;75
Syrjäniemi;75
Systä;75
Säppi;75
Säynäjäaho;75
Tamper;75
Tarpila;75
Telkkä;75
Thomander;75
Tuokila;75
Tuomas;75
Tuomimäki;75
Tuomioja;75
Uggeldahl;75
Upola;75
Uro;75
Uusinarkaus;75
Vahlberg;75
Wessberg;75
Westersund;75
Widén;75
Wikblad;75
Virlander;75
Viuhkonen;75
Väliniemi;75
Ylipekkala;75
Ainola;74
Asumaniemi;74
Bengts;74
Brotherus;74
Edström;74
Envall;74
Farin;74
Forsgård;74
Gerlander;74
Gullans;74
Hanhirova;74
Haukilehto;74
Havusela;74
Heinoja;74
Hillman;74
Hästö;74
Jahn;74
Jukuri;74
Junttanen;74
Juustila;74
Kalapudas;74
Kangastalo;74
Kanniala;74
Keskilä;74
Kiminkinen;74
Kiviö;74
Klén;74
Koivupalo;74
Kotivuori;74
Kupsala;74
Kyttä;74
Laahanen;74
Lauhikari;74
Lehmusoksa;74
Leppäluoto;74
Leveelahti;74
Levlin;74
Levälampi;74
Liesmäki;74
Lillvik;74
Långsjö;74
Mannfolk;74
Mielty;74
Myllyperkiö;74
Märijärvi;74
Määränen;74
Mörönen;74
Niilekselä;74
Nordell;74
Nybondas;74
Ojainmaa;74
Paakko;74
Paasisalo;74
Palva;74
Patinen;74
Patrikka;74
Pelamo;74
Peltoranta;74
Pohjamo;74
Puuperä;74
Pyykkinen;74
Raikaa;74
Rantalankila;74
Rantavuori;74
Raulo;74
Reinola;74
Riento;74
Rogers;74
Ruisniemi;74
Rundelin;74
Ruokoniemi;74
Ryönänkoski;74
Rämäkkö;74
Sandblom;74
Saren;74
Scott;74
Siikamäki;74
Sirkkala;74
Storfors;74
Styf;74
Suleiman;74
Sulkunen;74
Summa;74
Telkkinen;74
Teriö;74
Tikkunen;74
Tranberg;74
Tuttavainen;74
Tähkävuori;74
Vacker;74
Vahekoski;74
Wahlstén;74
Valkeajärvi;74
Waltzer;74
Veija;74
Vengasaho;74
Vesterback;74
Wiander;74
Wichmann;74
Vuorialho;74
Vähäniitty;74
Väli-Torala;74
Ylimaunu;74
Ylimys;74
Yläoutinen;74
Ala-Korpi;73
Altti;73
Borgenström;73
Burke;73
Danielsbacka;73
Dromberg;73
Eeli;73
Finskas;73
Hakovirta;73
Harjuntausta;73
Hattara;73
Holstila;73
Häyhänen;73
Ivaska;73
Jahkola;73
Kaartti;73
Kaitaranta;73
Kalinen;73
Kantti;73
Kauniskangas;73
Kittelä;73
Korkeala;73
Kotikumpu;73
Kuusikoski;73
Källberg;73
Lagerstam;73
Leponen;73
Liljegren;73
Lindegren;73
Liponen;73
Lojander;73
Loven;73
Maasilta;73
Mahdi;73
Mattbäck;73
Mehtäläinen;73
Meling;73
Meurman;73
Nikkarikoski;73
Paassilta;73
Padatsu;73
Pajunpää;73
Pesari;73
Pilvinen;73
Pipinen;73
Pitsinki;73
Porras;73
Puronvarsi;73
Pusila;73
Pyhälahti;73
Qvickström;73
Rapp;73
Rimppi;73
Ropanen;73
Ruohtula;73
Saarakkala;73
Salmenkivi;73
Sandroos;73
Sheikh;73
Sisso;73
Sotikov;73
Sotka;73
Sourander;73
Spoof;73
Stöckell;73
Talvela;73
Tihula;73
Tiinus;73
Tuomanen;73
Turklin;73
Tuuha;73
Tyllinen;73
Wahl;73
Valio;73
Walther;73
Weck;73
Vekka;73
Vieru;73
Vihiniemi;73
Wong;73
Ylkänen;73
Ylänkö;73
Örling;73
Abdirahman;72
Aikala;72
Ainonen;72
Ala-Krekola;72
Ala-Mutka;72
Alavillamo;72
Arhippainen;72
Aspinen;72
Bertlin;72
Björknäs;72
Björs;72
Boberg;72
Brisk;72
Bränn;72
Edwards;72
Ehrstedt;72
Eirola;72
Eld;72
Elgbacka;72
Enkenberg;72
Fröjdö;72
Hevosmaa;72
Hinkkuri;72
Hoffström;72
Hollström;72
Inkerö;72
Iso-Heiniemi;72
Jussi;72
Jämiä;72
Jönkkäri;72
Kainiemi;72
Karimo;72
Karppila;72
Kiiltomäki;72
Kuitula;72
Kummu;72
Kurunlahti;72
Kyckling;72
Lanteri;72
Lavonius;72
Lieto;72
Lompolo;72
Lottanen;72
Lågland;72
Långvik;72
Majanmaa;72
Mohell;72
Mäentaka;72
Naaralainen;72
Ngo;72
Nissinaho;72
Ojanne;72
Pallaspuro;72
Pekari;72
Perasto;72
Phillips;72
Raevuori;72
Rasinperä;72
Ruusulaakso;72
Råholm;72
Saarento;72
Savin;72
Saxholm;72
Schadewitz;72
Sekki;72
Siltaniemi;72
Sireeni;72
Sokkanen;72
Summala;72
Sunnarborg;72
Suolanen;72
Suontaka;72
Suoperä;72
Tamminiemi;72
Tapiovaara;72
Teeri;72
Thölix;72
Tinkanen;72
Tjäder;72
Toroska;72
Turppa;72
Tuuna;72
Uola;72
Vainioranta;72
Vallioniemi;72
Venetjoki;72
Vesimäki;72
White;72
Viherlehto;72
Viteli;72
von Bell;72
Vuolo;72
Ylä-Rautio;72
Ahomaa;71
Airila;71
Alexandersson;71
Anderssén;71
Anttikoski;71
Appelqvist;71
Asell;71
Backa;71
Burtsov;71
Calonius;71
Collander;71
Edlund;71
Enegren;71
Envik;71
Erikson;71
Eschner;71
Finnbäck;71
Gill;71
Gorski;71
Granath;71
Hakasaari;71
Hallbäck;71
Harkko;71
Harle;71
Harmonen;71
Haukioja;71
Hentonen;71
Herold;71
Hiekkataipale;71
Holster;71
Huhta-aho;71
Hultin;71
Huuho;71
Hyypiö;71
Hyökyvaara;71
Häärä;71
Isohella;71
Junkkila;71
Jänönen;71
Järviniemi;71
Jäsberg;71
Karra;71
Kastelli;71
Kontra;71
Korkeaoja;71
Korkeela;71
Korttila;71
Kottari;71
Kuirinlahti;71
Kyttänen;71
Lahtivirta;71
Lamminniemi;71
Lauriala;71
Lerkki;71
Liikola;71
Liljamo;71
Liukas;71
Lonkainen;71
Lonnakko;71
Lumpus;71
Lärka;71
Mannerkoski;71
Mattlar;71
Melasniemi;71
Mitchell;71
Muhammad;71
Mukala;71
Murtomaa;71
Männynsalo;71
Narkilahti;71
